school_code,school_name,school_name_frpm,city,latitude,longitude,is_charter,charter_school_yn,charter_raw,cds_code,school_id,nces_dist,nces_school,status_type,county,district,street,street_abr,zip,state,mail_street,mail_str_abr,mail_city,mail_zip,mail_state,phone,ext,fax_number,website,open_date,closed_date,charter_num,funding_type,doc,doc_type,soc,soc_type,ed_ops_code,ed_ops_name,eil_code,eil_name,gs_offered,gs_served,virtual,magnet,year_round_yn,federal_dfc_district_id,adm_f_name,adm_l_name,last_up_date,multilingual,academic_year,county_code,district_code,county_name,district_name,district_type,school_type,educational_option_type,charter_school_number,charter_funding_type,independently_reporting_charter_irc,low_grade,high_grade,enrollment_k12,free_meal_count_k12,percent_eligible_free_k12,frpm_count_k12,percent_eligible_frpm_k12,enrollment_ages_5_17,free_meal_count_ages_5_17,percent_eligible_free_ages_5_17,frpm_count_ages_5_17,percent_eligible_frpm_ages_5_17,calpads_fall1_certification_status
6046387,Northwood Elementary,Northwood Elementary,San Jose,37.40946,-121.88134,False,No ,N,43693776046387,6046387,604800,463,Active,Santa Clara,Berryessa Union Elementary,2760 East Trimble Road,2760 East Trimble Rd.,95132-1055,CA,2760 East Trimble Road,2760 East Trimble Rd.,San Jose,95132-1055,CA,(408) 923-1940,No Data,(408) 942-9032,No Data,07/01/1965,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,Eric,Witter,08/18/2025,N,2024-2025,43,69377,Santa Clara,Berryessa Union Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,5,452,58,12.8%,60,13.3%,431,57,13.2%,59,13.7%,Y
6046395,Piedmont Middle,Piedmont Middle,San Jose,37.390727,-121.84264,False,No ,N,43693776046395,6046395,604800,464,Active,Santa Clara,Berryessa Union Elementary,955 Piedmont Road,955 Piedmont Rd.,95132-2820,CA,955 Piedmont Road,955 Piedmont Rd.,San Jose,95132-2820,CA,(408) 923-1945,No Data,(408) 251-2392,No Data,07/01/1959,No Data,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,Gregory,Barnes,08/02/2024,N,2024-2025,43,69377,Santa Clara,Berryessa Union Elementary,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,,N,6,8,591,185,31.3%,201,34.0%,591,185,31.3%,201,34.0%,Y
6067177,Ruskin Elementary,Ruskin Elementary,San Jose,37.400282,-121.85589,False,No ,N,43693776067177,6067177,604800,465,Active,Santa Clara,Berryessa Union Elementary,1401 Turlock Lane,1401 Turlock Ln.,95132-2347,CA,1401 Turlock Lane,1401 Turlock Ln.,San Jose,95132-2347,CA,(408) 923-1950,No Data,(408) 937-4846,No Data,07/01/1969,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,Tina,Tong Choy,08/18/2025,N,2024-2025,43,69377,Santa Clara,Berryessa Union Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,5,367,52,14.2%,57,15.5%,352,48,13.6%,53,15.1%,Y
6068928,Morrill Middle,Morrill Middle,San Jose,37.410219,-121.87111,False,No ,N,43693776068928,6068928,604800,461,Active,Santa Clara,Berryessa Union Elementary,1970 Morrill Avenue,1970 Morrill Ave.,95132-1637,CA,1970 Morrill Avenue,1970 Morrill Ave.,San Jose,95132-1637,CA,(408) 923-1930,No Data,(408) 946-0776,No Data,07/01/1971,No Data,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,Mya,Duong,08/18/2025,N,2024-2025,43,69377,Santa Clara,Berryessa Union Elementary,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,,N,6,8,665,218,32.8%,232,34.9%,665,218,32.8%,232,34.9%,Y
6093033,Sierramont Middle,Sierramont Middle,San Jose,37.403132,-121.85593,False,No ,N,43693776093033,6093033,604800,466,Active,Santa Clara,Berryessa Union Elementary,3155 Kimlee Drive,3155 Kimlee Dr.,95132-3605,CA,3155 Kimlee Drive,3155 Kimlee Dr.,San Jose,95132-3605,CA,(408) 923-1955,No Data,(408) 729-5840,No Data,07/01/1975,No Data,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,Chris,Mosley,08/08/2024,Y,2024-2025,43,69377,Santa Clara,Berryessa Union Elementary,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,,N,6,8,742,157,21.2%,184,24.8%,742,157,21.2%,184,24.8%,Y
6093041,Vinci Park Elementary,Vinci Park Elementary,San Jose,37.380943,-121.87333,False,No ,N,43693776093041,6093041,604800,469,Active,Santa Clara,Berryessa Union Elementary,1311 Vinci Park Way,1311 Vinci Park Way,95131-2792,CA,1311 Vinci Park Way,1311 Vinci Park Way,San Jose,95131-2792,CA,(408) 923-1970,No Data,(408) 254-3790,No Data,07/01/1975,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,Parisa,Nunez,02/09/2023,N,2024-2025,43,69377,Santa Clara,Berryessa Union Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,5,529,136,25.7%,165,31.2%,492,129,26.2%,158,32.1%,Y
6095335,Brooktree Elementary,Brooktree Elementary,San Jose,37.398513,-121.88005,False,No ,N,43693776095335,6095335,604800,457,Active,Santa Clara,Berryessa Union Elementary,1781 Olivetree Drive,1781 Olivetree Dr.,95131-1933,CA,1781 Olivetree Drive,1781 Olivetree Dr.,San Jose,95131-1933,CA,(408) 923-1910,No Data,(408) 923-1635,No Data,07/01/1975,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,Lakeisha,Blackshire,08/18/2025,N,2024-2025,43,69377,Santa Clara,Berryessa Union Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,5,387,144,37.2%,157,40.6%,355,137,38.6%,150,42.3%,Y
6095343,Majestic Way Elementary,Majestic Way Elementary,San Jose,37.410648,-121.85723,False,No ,N,43693776095343,6095343,604800,460,Active,Santa Clara,Berryessa Union Elementary,1855 Majestic Way,1855 Majestic Way,95132-1940,CA,1855 Majestic Way,1855 Majestic Way,San Jose,95132-1940,CA,(408) 923-1925,No Data,(408) 254-1315,No Data,07/01/1975,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,Jannet,Odom,08/02/2024,N,2024-2025,43,69377,Santa Clara,Berryessa Union Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,5,421,106,25.2%,126,29.9%,401,104,25.9%,124,30.9%,Y
6095350,Summerdale Elementary,Summerdale Elementary,San Jose,37.389589,-121.85196,False,No ,N,43693776095350,6095350,604800,467,Active,Santa Clara,Berryessa Union Elementary,1100 Summerdale Drive,1100 Summerdale Dr.,95132-2934,CA,1100 Summerdale Drive,1100 Summerdale Dr.,San Jose,95132-2934,CA,(408) 923-1960,No Data,(408) 937-4923,No Data,07/01/1975,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,Samantha,Rainer,02/09/2023,N,2024-2025,43,69377,Santa Clara,Berryessa Union Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,5,274,96,35.0%,105,38.3%,253,91,36.0%,98,38.7%,Y
0133439,Steindorf STEAM K-8 Magnet,Steindorf STEAM K-8 Magnet,San Jose,37.266653,-121.92053,False,No ,N,43693850133439,0133439,607140,13993,Active,Santa Clara,Cambrian,3001 Ross Avenue,3001 Ross Ave.,95124-2358,CA,3001 Ross Avenue,3001 Ross Ave.,San Jose,95124-2358,CA,(408) 377-3022,No Data,(408) 377-3093,www.cambriansd.org,08/15/2016,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,Y,N,No Data,Trisha,Lee,08/20/2024,N,2024-2025,43,69385,Santa Clara,Cambrian,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,8,491,23,4.7%,23,4.7%,491,23,4.7%,23,4.7%,Y
6046411,Bagby Elementary,Bagby Elementary,San Jose,37.278715,-121.92193,False,No ,N,43693856046411,6046411,607140,650,Active,Santa Clara,Cambrian,1840 Harris Avenue,1840 Harris Ave.,95124-1125,CA,1840 Harris Avenue,1840 Harris Ave.,San Jose,95124-1125,CA,(408) 377-3882,No Data,(408) 377-8648,www.cambriansd.org,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,Michael,Kretsch,02/09/2023,N,2024-2025,43,69385,Santa Clara,Cambrian,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,5,529,75,14.2%,79,14.9%,479,72,15.0%,76,15.9%,Y
6046676,Rosemary,Rosemary,Campbell,37.294331,-121.95694,False,No ,N,43693936046676,6046676,607200,675,Active,Santa Clara,Campbell Union,401 West Hamilton Avenue,401 West Hamilton Ave.,95008-0509,CA,401 West Hamilton Avenue,401 West Hamilton Ave.,Campbell,95008-0509,CA,(408) 364-4254,No Data,(408) 341-7010,https://rosemary.campbellusd.org/,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,Bharathi,Lakshmanan,07/22/2024,N,2024-2025,43,69393,Santa Clara,Campbell Union,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,5,413,274,66.3%,305,73.8%,372,250,67.2%,278,74.7%,Y
4330239,Leigh High,Leigh High,San Jose,37.24331,-121.92258,False,No ,N,43694014330239,4330239,607230,8122,Active,Santa Clara,Campbell Union High,5210 Leigh Avenue,5210 Leigh Ave.,95124-5616,CA,5210 Leigh Avenue,5210 Leigh Ave.,San Jose,95124-5616,CA,(408) 626-3405,No Data,(408) 265-7525,https://leigh.cuhsd.org/,07/01/1980,No Data,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,Michelle,Steingart,07/10/2025,N,2024-2025,43,69401,Santa Clara,Campbell Union High,High School District,High Schools (Public),Traditional,,,N,9,12,1884,206,10.9%,339,18.0%,1857,203,10.9%,334,18.0%,Y
4330866,Branham High,Branham High,San Jose,37.254576,-121.89957,False,No ,N,43694014330866,4330866,607230,8350,Active,Santa Clara,Campbell Union High,1570 Branham Lane,1570 Branham Ln.,95118-2201,CA,1570 Branham Lane,1570 Branham Ln.,San Jose,95118-2201,CA,(408) 626-3407,No Data,(408) 267-2676,www.branham.cuhsd.org,08/16/1999,No Data,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,Beth,Silbergeld,07/01/2024,N,2024-2025,43,69401,Santa Clara,Campbell Union High,High School District,High Schools (Public),Traditional,,,N,9,12,1820,368,20.2%,572,31.4%,1781,361,20.3%,559,31.4%,Y
4331955,Del Mar High,Del Mar High,San Jose,37.303262,-121.9303,False,No ,N,43694014331955,4331955,607230,665,Active,Santa Clara,Campbell Union High,1224 Del Mar Avenue,1224 Del Mar Ave.,95128-3529,CA,1224 Del Mar Avenue,1224 Del Mar Ave.,San Jose,95128-3529,CA,(408) 626-3403,No Data,(408) 295-9476,www.delmar.cuhsd.org,07/01/1980,No Data,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,Diana,Nguyen,07/01/2024,N,2024-2025,43,69401,Santa Clara,Campbell Union High,High School District,High Schools (Public),Traditional,,,N,9,12,1350,738,54.7%,940,69.6%,1325,726,54.8%,924,69.7%,Y
4336137,Prospect High,Prospect High,Saratoga,37.292868,-122.00238,False,No ,N,43694014336137,4336137,607230,673,Active,Santa Clara,Campbell Union High,18900 Prospect Road,18900 Prospect Rd.,95070-3435,CA,18900 Prospect Road,18900 Prospect Rd.,Saratoga,95070-3435,CA,(408) 626-3408,No Data,(408) 973-1759,www.prospect.cuhsd.org,07/01/1980,No Data,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,Markus,Autrey,02/09/2023,N,2024-2025,43,69401,Santa Clara,Campbell Union High,High School District,High Schools (Public),Traditional,,,N,9,12,1460,527,36.1%,719,49.2%,1431,517,36.1%,702,49.1%,Y
4338505,Westmont High,Westmont High,Campbell,37.270126,-121.98595,False,No ,N,43694014338505,4338505,607230,676,Active,Santa Clara,Campbell Union High,4805 Westmont Avenue,4805 Westmont Ave.,95008-5725,CA,4805 Westmont Avenue,4805 Westmont Ave.,Campbell,95008-5725,CA,(408) 626-3406,No Data,(408) 626-3626,www.westmont.cuhsd.org,07/01/1980,No Data,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,Jason,Miller,02/09/2023,N,2024-2025,43,69401,Santa Clara,Campbell Union High,High School District,High Schools (Public),Traditional,,,N,9,12,1682,522,31.0%,706,42.0%,1655,514,31.1%,696,42.1%,Y
0108126,Sam H. Lawson Middle,Sam H. Lawson Middle,Cupertino,37.328413,-122.02677,False,No ,N,43694190108126,0108126,610290,11448,Active,Santa Clara,Cupertino Union,10401 Vista Drive,10401 Vista Dr.,95014-2081,CA,10401 Vista Drive,10401 Vista Dr.,Cupertino,95014-2081,CA,(408) 255-7500,No Data,(408) 446-4987,No Data,08/25/2005,No Data,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,Melissa,Maisen,08/19/2025,N,2024-2025,43,69419,Santa Clara,Cupertino Union,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,,N,6,8,841,61,7.3%,128,15.2%,841,61,7.3%,128,15.2%,Y
6046718,C. B. Eaton Elementary,C. B. Eaton Elementary,Cupertino,37.315251,-122.02619,False,No ,N,43694196046718,6046718,610290,7787,Active,Santa Clara,Cupertino Union,20220 Suisun Drive,20220 Suisun Dr.,95014-4428,CA,20220 Suisun Avenue,20220 Suisun Ave.,Cupertino,95014,CA,(408) 255-2848,No Data,(408) 255-0610,No Data,08/27/1998,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,Cynthia,Ho,02/09/2023,N,2024-2025,43,69419,Santa Clara,Cupertino Union,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,5,489,44,9.0%,77,15.7%,440,41,9.3%,73,16.6%,Y
6046742,Chester W. Nimitz Elementary,Chester W. Nimitz Elementary,Sunnyvale,37.346742,-122.03575,False,No ,N,43694196046742,6046742,610290,1146,Active,Santa Clara,Cupertino Union,545 East Cheyenne Drive,545 East Cheyenne Dr.,94087-4421,CA,545 East Cheyenne Drive,545 East Cheyenne Dr.,Sunnyvale,94087-4421,CA,(408) 736-2180,No Data,(408) 737-7182,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,Yvonne,Sugimura,08/19/2025,N,2024-2025,43,69419,Santa Clara,Cupertino Union,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,5,350,145,41.4%,177,50.6%,332,136,41.0%,167,50.3%,Y
6046759,L. P. Collins Elementary,L. P. Collins Elementary,Cupertino,37.318574,-122.02308,False,No ,N,43694196046759,6046759,610290,8815,Active,Santa Clara,Cupertino Union,10300 Blaney Avenue,10300 Blaney Ave.,95014-2332,CA,10300 Blaney Avenue,10300 Blaney Ave.,Cupertino,95014-2332,CA,(408) 252-6002,No Data,(408) 253-3142,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,Norma,Salas,08/19/2025,N,2024-2025,43,69419,Santa Clara,Cupertino Union,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,5,498,46,9.2%,85,17.1%,462,43,9.3%,79,17.1%,Y
6046767,Cupertino Middle,Cupertino Middle,Sunnyvale,37.340131,-122.05942,False,No ,N,43694196046767,6046767,610290,1127,Active,Santa Clara,Cupertino Union,1650 South Bernardo Avenue,1650 South Bernardo Ave.,94087-5256,CA,1650 South Bernardo Avenue,1650 South Bernardo Ave.,Sunnyvale,94087-5256,CA,(408) 245-0303,No Data,(408) 732-4152,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,Alison,Zuniga,08/19/2025,N,2024-2025,43,69419,Santa Clara,Cupertino Union,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,,N,6,8,1067,148,13.9%,223,20.9%,1067,148,13.9%,223,20.9%,Y
6046775,D. J. Sedgwick Elementary,D. J. Sedgwick Elementary,Cupertino,37.316097,-122.00876,False,No ,N,43694196046775,6046775,610290,4034,Active,Santa Clara,Cupertino Union,19200 Phil Lane,19200 Phil Ln.,95014-3566,CA,19200 Phil Lane,19200 Phil Ln.,Cupertino,95014-3566,CA,(408) 252-3103,No Data,(408) 253-2213,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-5,K-5,N,N,N,No Data,Joan,Orvick,08/21/2024,N,2024-2025,43,69419,Santa Clara,Cupertino Union,Elementary School District,Elementary Schools (Public),Traditional,,,N,P,5,407,76,18.7%,110,27.0%,384,74,19.3%,106,27.6%,Y
