school_code,school_name,school_name_frpm,city,latitude,longitude,is_charter,charter_school_yn,charter_raw,cds_code,school_id,nces_dist,nces_school,status_type,county,district,street,street_abr,zip,state,mail_street,mail_str_abr,mail_city,mail_zip,mail_state,phone,ext,fax_number,website,open_date,closed_date,charter_num,funding_type,doc,doc_type,soc,soc_type,ed_ops_code,ed_ops_name,eil_code,eil_name,gs_offered,gs_served,virtual,magnet,year_round_yn,federal_dfc_district_id,adm_f_name,adm_l_name,last_up_date,multilingual,academic_year,county_code,district_code,county_name,district_name,district_type,school_type,educational_option_type,charter_school_number,charter_funding_type,independently_reporting_charter_irc,low_grade,high_grade,enrollment_k12,free_meal_count_k12,percent_eligible_free_k12,frpm_count_k12,percent_eligible_frpm_k12,enrollment_ages_5_17,free_meal_count_ages_5_17,percent_eligible_free_ages_5_17,frpm_count_ages_5_17,percent_eligible_frpm_ages_5_17,calpads_fall1_certification_status
6046387,Northwood Elementary,Northwood Elementary,San Jose,37.40946,-121.88134,False,No ,N,43693776046387,6046387,604800,463,Active,Santa Clara,Berryessa Union Elementary,2760 East Trimble Road,2760 East Trimble Rd.,95132-1055,CA,2760 East Trimble Road,2760 East Trimble Rd.,San Jose,95132-1055,CA,(408) 923-1940,No Data,(408) 942-9032,No Data,07/01/1965,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,Eric,Witter,08/18/2025,N,2024-2025,43,69377,Santa Clara,Berryessa Union Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,5,452,58,12.8%,60,13.3%,431,57,13.2%,59,13.7%,Y
6046395,Piedmont Middle,Piedmont Middle,San Jose,37.390727,-121.84264,False,No ,N,43693776046395,6046395,604800,464,Active,Santa Clara,Berryessa Union Elementary,955 Piedmont Road,955 Piedmont Rd.,95132-2820,CA,955 Piedmont Road,955 Piedmont Rd.,San Jose,95132-2820,CA,(408) 923-1945,No Data,(408) 251-2392,No Data,07/01/1959,No Data,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,Gregory,Barnes,08/02/2024,N,2024-2025,43,69377,Santa Clara,Berryessa Union Elementary,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,,N,6,8,591,185,31.3%,201,34.0%,591,185,31.3%,201,34.0%,Y
6067177,Ruskin Elementary,Ruskin Elementary,San Jose,37.400282,-121.85589,False,No ,N,43693776067177,6067177,604800,465,Active,Santa Clara,Berryessa Union Elementary,1401 Turlock Lane,1401 Turlock Ln.,95132-2347,CA,1401 Turlock Lane,1401 Turlock Ln.,San Jose,95132-2347,CA,(408) 923-1950,No Data,(408) 937-4846,No Data,07/01/1969,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,Tina,Tong Choy,08/18/2025,N,2024-2025,43,69377,Santa Clara,Berryessa Union Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,5,367,52,14.2%,57,15.5%,352,48,13.6%,53,15.1%,Y
6068928,Morrill Middle,Morrill Middle,San Jose,37.410219,-121.87111,False,No ,N,43693776068928,6068928,604800,461,Active,Santa Clara,Berryessa Union Elementary,1970 Morrill Avenue,1970 Morrill Ave.,95132-1637,CA,1970 Morrill Avenue,1970 Morrill Ave.,San Jose,95132-1637,CA,(408) 923-1930,No Data,(408) 946-0776,No Data,07/01/1971,No Data,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,Mya,Duong,08/18/2025,N,2024-2025,43,69377,Santa Clara,Berryessa Union Elementary,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,,N,6,8,665,218,32.8%,232,34.9%,665,218,32.8%,232,34.9%,Y
6093033,Sierramont Middle,Sierramont Middle,San Jose,37.403132,-121.85593,False,No ,N,43693776093033,6093033,604800,466,Active,Santa Clara,Berryessa Union Elementary,3155 Kimlee Drive,3155 Kimlee Dr.,95132-3605,CA,3155 Kimlee Drive,3155 Kimlee Dr.,San Jose,95132-3605,CA,(408) 923-1955,No Data,(408) 729-5840,No Data,07/01/1975,No Data,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,Chris,Mosley,08/08/2024,Y,2024-2025,43,69377,Santa Clara,Berryessa Union Elementary,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,,N,6,8,742,157,21.2%,184,24.8%,742,157,21.2%,184,24.8%,Y
6093041,Vinci Park Elementary,Vinci Park Elementary,San Jose,37.380943,-121.87333,False,No ,N,43693776093041,6093041,604800,469,Active,Santa Clara,Berryessa Union Elementary,1311 Vinci Park Way,1311 Vinci Park Way,95131-2792,CA,1311 Vinci Park Way,1311 Vinci Park Way,San Jose,95131-2792,CA,(408) 923-1970,No Data,(408) 254-3790,No Data,07/01/1975,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,Parisa,Nunez,02/09/2023,N,2024-2025,43,69377,Santa Clara,Berryessa Union Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,5,529,136,25.7%,165,31.2%,492,129,26.2%,158,32.1%,Y
6095335,Brooktree Elementary,Brooktree Elementary,San Jose,37.398513,-121.88005,False,No ,N,43693776095335,6095335,604800,457,Active,Santa Clara,Berryessa Union Elementary,1781 Olivetree Drive,1781 Olivetree Dr.,95131-1933,CA,1781 Olivetree Drive,1781 Olivetree Dr.,San Jose,95131-1933,CA,(408) 923-1910,No Data,(408) 923-1635,No Data,07/01/1975,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,Lakeisha,Blackshire,08/18/2025,N,2024-2025,43,69377,Santa Clara,Berryessa Union Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,5,387,144,37.2%,157,40.6%,355,137,38.6%,150,42.3%,Y
6095343,Majestic Way Elementary,Majestic Way Elementary,San Jose,37.410648,-121.85723,False,No ,N,43693776095343,6095343,604800,460,Active,Santa Clara,Berryessa Union Elementary,1855 Majestic Way,1855 Majestic Way,95132-1940,CA,1855 Majestic Way,1855 Majestic Way,San Jose,95132-1940,CA,(408) 923-1925,No Data,(408) 254-1315,No Data,07/01/1975,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,Jannet,Odom,08/02/2024,N,2024-2025,43,69377,Santa Clara,Berryessa Union Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,5,421,106,25.2%,126,29.9%,401,104,25.9%,124,30.9%,Y
6095350,Summerdale Elementary,Summerdale Elementary,San Jose,37.389589,-121.85196,False,No ,N,43693776095350,6095350,604800,467,Active,Santa Clara,Berryessa Union Elementary,1100 Summerdale Drive,1100 Summerdale Dr.,95132-2934,CA,1100 Summerdale Drive,1100 Summerdale Dr.,San Jose,95132-2934,CA,(408) 923-1960,No Data,(408) 937-4923,No Data,07/01/1975,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,Samantha,Rainer,02/09/2023,N,2024-2025,43,69377,Santa Clara,Berryessa Union Elementary,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,5,274,96,35.0%,105,38.3%,253,91,36.0%,98,38.7%,Y
0133439,Steindorf STEAM K-8 Magnet,Steindorf STEAM K-8 Magnet,San Jose,37.266653,-121.92053,False,No ,N,43693850133439,0133439,607140,13993,Active,Santa Clara,Cambrian,3001 Ross Avenue,3001 Ross Ave.,95124-2358,CA,3001 Ross Avenue,3001 Ross Ave.,San Jose,95124-2358,CA,(408) 377-3022,No Data,(408) 377-3093,www.cambriansd.org,08/15/2016,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,Y,N,No Data,Trisha,Lee,08/20/2024,N,2024-2025,43,69385,Santa Clara,Cambrian,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,8,491,23,4.7%,23,4.7%,491,23,4.7%,23,4.7%,Y
6046411,Bagby Elementary,Bagby Elementary,San Jose,37.278715,-121.92193,False,No ,N,43693856046411,6046411,607140,650,Active,Santa Clara,Cambrian,1840 Harris Avenue,1840 Harris Ave.,95124-1125,CA,1840 Harris Avenue,1840 Harris Ave.,San Jose,95124-1125,CA,(408) 377-3882,No Data,(408) 377-8648,www.cambriansd.org,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,Michael,Kretsch,02/09/2023,N,2024-2025,43,69385,Santa Clara,Cambrian,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,5,529,75,14.2%,79,14.9%,479,72,15.0%,76,15.9%,Y
4330239,Leigh High,Leigh High,San Jose,37.24331,-121.92258,False,No ,N,43694014330239,4330239,607230,8122,Active,Santa Clara,Campbell Union High,5210 Leigh Avenue,5210 Leigh Ave.,95124-5616,CA,5210 Leigh Avenue,5210 Leigh Ave.,San Jose,95124-5616,CA,(408) 626-3405,No Data,(408) 265-7525,https://leigh.cuhsd.org/,07/01/1980,No Data,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,Michelle,Steingart,07/10/2025,N,2024-2025,43,69401,Santa Clara,Campbell Union High,High School District,High Schools (Public),Traditional,,,N,9,12,1884,206,10.9%,339,18.0%,1857,203,10.9%,334,18.0%,Y
4330866,Branham High,Branham High,San Jose,37.254576,-121.89957,False,No ,N,43694014330866,4330866,607230,8350,Active,Santa Clara,Campbell Union High,1570 Branham Lane,1570 Branham Ln.,95118-2201,CA,1570 Branham Lane,1570 Branham Ln.,San Jose,95118-2201,CA,(408) 626-3407,No Data,(408) 267-2676,www.branham.cuhsd.org,08/16/1999,No Data,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,Beth,Silbergeld,07/01/2024,N,2024-2025,43,69401,Santa Clara,Campbell Union High,High School District,High Schools (Public),Traditional,,,N,9,12,1820,368,20.2%,572,31.4%,1781,361,20.3%,559,31.4%,Y
4331955,Del Mar High,Del Mar High,San Jose,37.303262,-121.9303,False,No ,N,43694014331955,4331955,607230,665,Active,Santa Clara,Campbell Union High,1224 Del Mar Avenue,1224 Del Mar Ave.,95128-3529,CA,1224 Del Mar Avenue,1224 Del Mar Ave.,San Jose,95128-3529,CA,(408) 626-3403,No Data,(408) 295-9476,www.delmar.cuhsd.org,07/01/1980,No Data,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,Diana,Nguyen,07/01/2024,N,2024-2025,43,69401,Santa Clara,Campbell Union High,High School District,High Schools (Public),Traditional,,,N,9,12,1350,738,54.7%,940,69.6%,1325,726,54.8%,924,69.7%,Y
6046882,Joaquin Miller Middle,Joaquin Miller Middle,San Jose,37.301254,-122.0121,False,No ,N,43694196046882,6046882,610290,1142,Active,Santa Clara,Cupertino Union,6151 Rainbow Drive,6151 Rainbow Dr.,95129-4043,CA,6151 Rainbow Drive,6151 Rainbow Dr.,San Jose,95129-4043,CA,(408) 252-3755,No Data,(408) 255-5269,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,Anu,Iyer,07/31/2023,Y,2024-2025,43,69419,Santa Clara,Cupertino Union,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,,N,6,8,1067,78,7.3%,144,13.5%,1067,78,7.3%,144,13.5%,Y
6046908,John Muir Elementary,John Muir Elementary,San Jose,37.300409,-122.01946,False,No ,N,43694196046908,6046908,610290,1144,Active,Santa Clara,Cupertino Union,6560 Hanover Drive,6560 Hanover Dr.,95129-3832,CA,6560 Hanover Drive,6560 Hanover Dr.,San Jose,95129-3832,CA,(408) 252-5265,No Data,(408) 253-3116,No Data,07/01/1957,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,Jonathan,Mach,08/19/2025,Y,2024-2025,43,69419,Santa Clara,Cupertino Union,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,5,557,30,5.4%,47,8.4%,557,30,5.4%,47,8.4%,Y
6046965,Manuel De Vargas Elementary,Manuel De Vargas Elementary,San Jose,37.310596,-121.99102,False,No ,N,43694196046965,6046965,610290,1128,Active,Santa Clara,Cupertino Union,5050 Moorpark Avenue,5050 Moorpark Ave.,95129-2136,CA,5050 Moorpark Avenue,5050 Moorpark Ave.,San Jose,95129-2136,CA,(408) 252-0303,No Data,(408) 253-4962,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,Kerstin,Johnson,08/21/2024,N,2024-2025,43,69419,Santa Clara,Cupertino Union,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,5,379,136,35.9%,170,44.9%,343,123,35.9%,154,44.9%,Y
6047005,Nelson S. Dilworth Elementary,Nelson S. Dilworth Elementary,San Jose,37.306291,-122.00688,False,No ,N,43694196047005,6047005,610290,1129,Active,Santa Clara,Cupertino Union,1101 Strayer Drive,1101 Strayer Dr.,95129-4065,CA,1101 Strayer Drive,1101 Strayer Dr.,San Jose,95129-4065,CA,(408) 253-2850,No Data,(408) 366-0743,No Data,07/01/1980,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,Sarah,Kurdziel,07/31/2023,N,2024-2025,43,69419,Santa Clara,Cupertino Union,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,5,547,61,11.2%,107,19.6%,507,57,11.2%,101,19.9%,Y
6047039,Murdock-Portal Elementary,Murdock-Portal Elementary,San Jose,37.30381,-121.99952,False,No ,N,43694196047039,6047039,610290,5406,Active,Santa Clara,Cupertino Union,1188 Wunderlich Drive,1188 Wunderlich Dr.,95129-3163,CA,1188 Wunderlich Drive,1188 Wunderlich Dr.,San Jose,95129-3163,CA,(408) 973-8191,No Data,(408) 973-8259,No Data,09/01/1995,No Data,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,Alison,Luvara,02/09/2023,N,2024-2025,43,69419,Santa Clara,Cupertino Union,Elementary School District,Elementary Schools (Public),Traditional,,,N,K,5,551,19,3.4%,47,8.5%,551,19,3.4%,47,8.5%,Y
4330015,Yerba Buena High,Yerba Buena High,San Jose,37.320791,-121.84831,False,No ,N,43694274330015,4330015,611820,1310,Active,Santa Clara,East Side Union High,1855 Lucretia Avenue,1855 Lucretia Ave.,95122-3730,CA,1855 Lucretia Avenue,1855 Lucretia Ave.,San Jose,95122-3730,CA,(408) 347-4700,No Data,(408) 347-4715,http://yerbabuena.esuhsd.org/,07/01/1971,No Data,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,Y,N,No Data,Lyra,Hua,07/07/2025,N,2024-2025,43,69427,Santa Clara,East Side Union High,High School District,High Schools (Public),Traditional,,,N,9,12,1612,905,56.1%,998,61.9%,1583,888,56.1%,980,61.9%,Y
4330023,Santa Teresa High,Santa Teresa High,San Jose,37.235085,-121.8305,False,No ,N,43694274330023,4330023,611820,1308,Active,Santa Clara,East Side Union High,6150 Snell Road,6150 Snell Rd.,95123-4740,CA,6150 Snell Road,6150 Snell Rd.,San Jose,95123-4740,CA,(408) 347-6200,No Data,(408) 347-6215,http://santateresa.esuhsd.org/,07/01/1974,No Data,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,Y,N,No Data,Truc,Chau,07/07/2025,N,2024-2025,43,69427,Santa Clara,East Side Union High,High School District,High Schools (Public),Traditional,,,N,9,12,2134,537,25.2%,595,27.9%,2106,525,24.9%,583,27.7%,Y
4330031,Independence High,Independence High,San Jose,37.370953,-121.85602,False,No ,N,43694274330031,4330031,611820,1302,Active,Santa Clara,East Side Union High,617 North Jackson Avenue,617 North Jackson Ave.,95133-1703,CA,617 North Jackson Avenue,617 North Jackson Ave.,San Jose,95133-1703,CA,(408) 928-9500,No Data,(408) 928-9515,http://independence.esuhsd.org/,07/01/1976,No Data,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,Y,N,No Data,Amy,Hanna,07/07/2025,N,2024-2025,43,69427,Santa Clara,East Side Union High,High School District,High Schools (Public),Traditional,,,N,9,12,2289,992,43.3%,1075,47.0%,2219,950,42.8%,1031,46.5%,Y
4330692,Evergreen Valley High,Evergreen Valley High,San Jose,37.325201,-121.77866,False,No ,N,43694274330692,4330692,611820,10665,Active,Santa Clara,East Side Union High,3300 Quimby Road,3300 Quimby Rd.,95148-3122,CA,3300 Quimby Road,3300 Quimby Rd.,San Jose,95148-3122,CA,(408) 347-7000,No Data,(408) 347-7005,http://evergreenvalley.esuhsd.org/,08/27/2002,No Data,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,Shelby,Edwards,08/22/2024,N,2024-2025,43,69427,Santa Clara,East Side Union High,High School District,High Schools (Public),Traditional,,,N,9,12,2703,556,20.6%,606,22.4%,2690,552,20.5%,602,22.4%,Y
